pair_model_1,pair_model_2,sample_id,prompt,displayed_A_model,displayed_B_model,position_swapped,response_A,response_B,fluency,code_mixing_naturalness,hindi_grammar,prompt_adherence,spelling_consistency,overall,judge_raw_output,error,fluency_winner,code_mixing_naturalness_winner,hindi_grammar_winner,prompt_adherence_winner,spelling_consistency_winner,overall_winner
HingGPT,Qwen2.5-7B,27,Write a witty one-line caption for a photo of a cluttered desk at 2 AM during deadline week. Use Hinglish.,Qwen2.5-7B,HingGPT,True,"Desk ka saare paper huaa, kaise khaya, bhaiya 🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈","( Though ts ) ( It ' s not a mere coincidence , but the rest is a fact ). The very least you can do is get your facts right . It is an old pic of the first day in my life where I see people getting offended . I mean , just be a little bit careful , and do it all . :) ) ... ! ) / .. / ) / / ) / / / : / ) / / : / / : / : / / / / : / / / : / / : / / : / / / : / / : / / : / / : / : / / : / / :",,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
HingGPT,Qwen2.5-7B,28,Write a funny caption about the struggles of eating spicy food when you have a low spice tolerance. Use Hinglish.,HingGPT,Qwen2.5-7B,False,"Then , do what you can to eat , go out and go home . Then , take your piss off and get in trouble . I will do it again . :-) . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .",(Hint: It's not going to be easy) 🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲,,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
HingGPT,Qwen2.5-7B,29,Write a motivational one-liner in Hinglish about starting small.,Qwen2.5-7B,HingGPT,True,"Aisa kaam kar lo jisne bhi kuch hi nahi kiya tha. Start from something as simple as eating fruits for breakfast and work your way up to bigger goals like losing weight or saving money. The journey is important, not just the destination. Keep pushing yourself and never give up on your dreams. Success takes time but it's worth it in the end. 🌟💪✨🔥🚀🌟💫🔥💥🌟💫🔥💥🌟💫🔥💥🌟💫🔥💥🌟💫🔥💥🌟💫🔥💥🌟💫🔥💥🌟💫🔥💥🌟💫🔥💥🌟💫🔥💥🌟💫🔥","But then , I guess I ' ll get to know that this is the only time I can hone my skills and make it happen . It ' s not the time to die , but to live in peace . I have been working on a lot of things I will ever do for you since then . You are so important to me , and you ' re very important to me . It makes me happy . 💜💜💜💜 💜 💚 💜 💚 💛 💚 💙 💜 💙 💜 💜 💜 💙 💜 💜 💜 💜 💜 💜 💜 💜 💜 💚 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜",,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
HingGPT,Qwen2.5-7B,30,Write a caption for a photo of monsoon rain and hot chai. Use Hinglish.,Qwen2.5-7B,HingGPT,True,"Include the word 'hawa' somewhere in your caption. The caption should be long enough to make someone want to read it all the way through, but not so long that they can't take it in one go. Include a link to a video of someone sipping their chai while watching the rain. Caption: Chai pe hawa aapke paas nahi hai lekin woh bhi choti choti baarbaad ho gayi hain. It's raining outside and I'm drinking my chai. Just like how monsoon brings with it a sense of calmness amidst chaos, this chai too brings warmth","We ' re not even counting on you , but we ' ll keep it . :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-)",,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
HingGPT,Qwen2.5-7B,31,"Explain to a friend why petrol prices keep rising, in simple Hinglish.",HingGPT,Qwen2.5-7B,False,Is this the way to go ? Why is there no govt in India taking any action against those who are not getting any justice ? What will happen when there is a government at this time ? Please don ' t make law on it . Be kind and act as a mere spect ator . It ' s not like that . You can ' t be an actual person who is just a puppet . The whole world knows you have nothing to do with your own . You ' re just a puppet of the chosen one . Get out of your mind . I don ' t want to waste time on such people . And it ' s all yours . You,"You: Humne kyun kiya hai? Friend: Koi galti nahi tha. You: To hum kyu kar rahe ho? Friend: Kisi ka hi haath mil gaya hain. You: Phir bhi kyu petrol prices ke liye? Friend: Nahi, petrol prices ne mera khed nahi lagta! You: Ye jaisa baat hoti nahi hai. Friend: Mere paise dekho, woh jyada sahi hain! You: Yaad rakhna, sab se pahale kahaan se",,,,,,,"{
    ""fluency"": ""B"",
    ""code_mixing_naturalness"": ""B"",
    ""hindi_grammar"": ""B"",
    ""prompt_adherence"": ""B"",
",Invalid JSON returned,,,,,,
HingGPT,Qwen2.5-7B,32,Explain what artificial intelligence is to your grandmother in Hinglish.,Qwen2.5-7B,HingGPT,True,"Hum tumhe bataiye hai ki aapko kaise hain, aur humari shadi ka ek baat chahiye? Kya aap sabhi 24/7 online hai? Aapki app kya hain? Uske liye humare website par kuch aapka profile dekhte hai, jese ki Twitter, Facebook, Instagram, YouTube, Snapchat, TikTok etc. Aur yeh sabh ko dekhte hai, aur ye uska pattern tha hai? Yeh sabh wapas na ho jaate hai. It's called the 'snoopy","What you have said has been proven . The only difference is that it can be found by the govt & amp ; the police in the state , and the army is at fault , so if the army is not involved then who are you to question ? If so then why do you think a police will use this as an excuse for such a crime ? This is not a justification . It ' s a mere accident . You ' re doing nothing . A shame d and un le as hed . It ' s been done by the people who are protesting against it . How do they feel about it . There are no consequences . Stop them . And",,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
HingGPT,Qwen2.5-7B,33,"Summarize why doctors advise getting enough sleep, in Hinglish for a young audience.",Qwen2.5-7B,HingGPT,True,🤣🤣🤣😂😂😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,I ' m a mere mortal who thinks it ' s a good thing to do but I ' m not sure if it is a good thing or bad one . I ' m so proud of you ! You are the best ! Stay happy ! Have a great day ! & lt ; 3 thank you for your kindness !! & gt ; .& lt ; 333 you guys have been amazing !!! & lt ; 3 & lt ; 33 3 & lt ; 3 :) & lt ; 3 & lt ; 3 & lt ; 3 & lt ; 3 & lt ; 3 & lt ; 3 & lt ; 3 & lt ;/ 3 & lt ; 3 & lt,,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
HingGPT,Qwen2.5-7B,34,Explain how UPI payments work to someone new to smartphones. Use Hinglish.,HingGPT,Qwen2.5-7B,False,"Its not going to work to be a big deal . Only if there ' s any problem , then they are able to do it for you . You have the right to go through all this and get back to you because you dont have anything better to do , but its not worth it . But you cant really put yourself in front of your eyes and think about others and start taking care of themselves . You can also understand how hard we are to live without them . You are no longer alone . And I ' m still here for you . You are my happiness , and I know you will be happy forever ! X O X O . I",It's not as hard as it looks! 😂😂😂👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
0
    ""prompt_adherence"": ""A",Invalid JSON returned,,,,,,
Phi-3.5-mini,Qwen2.5-3B,1,"A friend asks you: 'What did you do this weekend?' Respond in natural Hinglish, like you are chatting with a close friend.",Qwen2.5-3B,Phi-3.5-mini,True,"The more real your response is, the better! So good luck and be yourself! 😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊",🙂 ____________________ *squeeze eyes* Tumhari galiye bhi karegi tujhe sambhalo ke liya tha? Kuch na nahi hoon to tumne aur muje dil mein pe hua hai... Aur apni ko tarah dikha raho uske baad main pata nikal denge.. Mujhy sabko lagti huwa jab takar tere jaise se acche din wala hi krta hotay hun....Aapki karan ne dekhti ki jo m,,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
Phi-3.5-mini,Qwen2.5-3B,2,Your friend is stressed about an upcoming exam. Cheer them up with a message in Hinglish.,Phi-3.5-mini,Qwen2.5-3B,False,"🙂 (10/5) Kya bhi nahi pata toh ab choti kisi ko bolte hain na? Ab uske baad me dikha do! Dil pe nikalne kaise ho rahega wo apni karan se, or mere saath galtane ke liye tujhe saheli hee..❤️ Jab tak lgta hoga muje tere sone ki sochi...aaj tum log mai thodi utha dekh rukay aur humari desh me jaante the!! T",Mere ko apne exams se jyada stress nahi hota 😅😅. But you are going through it. So keep calm and pass the exam. 🙏🏻🙏🏻🙌🏻🙌🏻👏🏻👏🏻🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗,,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
Phi-3.5-mini,Qwen2.5-3B,3,Tell your friend about a funny incident that happened to you on the bus today. Respond in Hinglish.,Qwen2.5-3B,Phi-3.5-mini,True,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,"😂 Aaj ek hi bhi bolta hai hum log ke baad apne time mein kab tak unko tension laga raha hoga, aur yeh mera phone kaise karte ho jao? Hum jo uska wala telephone se padhega tha... tum jaan chahie mai ko pyaar nikal doge mujhe ki phir din nahi dekhta.. Koi shukr neend peeche he but it's not working for him so just ignore.... But don't worry ab tu",,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
Phi-3.5-mini,Qwen2.5-3B,4,"Your friend is planning to buy a new phone and asks your opinion: iPhone ya Samsung, kya lena chahiye? Respond in Hinglish.",Qwen2.5-3B,Phi-3.5-mini,True,nan,The conversation will be between two friends who are buying phones for the first time 😂.. This one's perfect! Tumhari sahib mein bhi pura hi hawa lagega na tha... Ab tak sabse uske bad galat ho sakta hu ki jald pe telephone ka ghar se dikha rahegi aur apne koi hind ke darshan nahi kartey wo tb wale jaise tum logo dekhna yaha bolega unka maza ye ladki banayegii lekin sirf,,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
Phi-3.5-mini,Qwen2.5-3B,5,Reply to a friend who just told you they got engaged. Respond in Hinglish.,Qwen2.5-3B,Phi-3.5-mini,True,1) Yaad gaya kya? (did you do anything?) 2) Abhi nahi hoga 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,"Kya hai? 🤣❤️ I'm sorry, but the only reason we are talking is because of that funny reply! Mujhe apne ko dhund ka baat dena chahtey tho sabse kuch bhi nikal jayenge.. Jab na ho tumko hua ab dekhna mujhy aur pyar kar rha hu... Aise response hi nahin milta .. Tum hee wo sath ye dil ke liye mar gaya ... Ab tak yaad rakhtu ki itni saali",,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
Phi-3.5-mini,Qwen2.5-3B,6,Write an Instagram caption for a photo of you eating street food (chaat) with friends in Delhi. Use Hinglish.,Phi-3.5-mini,Qwen2.5-3B,False,"It's okay to be grammatically incorrect, it adds character! 😂❤️ pic: @insta1234567890
Bhai ka kya hoga? Hum pta ho gaya tho... yeh bola chai ko chaayi se.. apne friend mein tumhe jab tak peeche nikal raha hai na ... nahi karke hum dekho unko . Bolo mujhe .. ek jaise hi logon ki tarah bolte uska woh kehta sahara aur sh",It should be at least 100 words. 😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍,,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
Phi-3.5-mini,Qwen2.5-3B,7,Write a Twitter/X post complaining about Mumbai local train rush during monsoon. Use Hinglish.,Qwen2.5-3B,Phi-3.5-mini,True,"Include the hashtag #mumbaifreakinhot, and use the term 'Bhai' instead of 'Babu'. Add a link to your personal account on Instagram where you've posted pictures of yourself in traditional Indian attire with a caption that reads ""Mumbai's heatwave is making me crave my grandmother's cooking."" Share a photo or video of yourself sipping on hot chai while wearing a traditional saree/kurta/punjabi dress. Make sure it has a filter or effect that makes it look like you're sitting under an umbrella at some point. Use hashtags such as #mumbaitravels, #","😂 pic: @tamilnadu_trains kaise padega? #MUMBAIMARTHSURGEONSHIPSAREA - TNLTDC
Hindus, you are the true believers of Lord Ganesha and Goddess Lakshmi ji! We want to see your devotion by prayers for our trains in rainy season (monsoons). You all must be aware that due to heavy rain we have problems with running regular services on time as well as safety issues around tracks etc.. So please keep up good spirits &amp; support",,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
Phi-3.5-mini,Qwen2.5-3B,8,Write a Facebook status celebrating India winning a cricket match. Use Hinglish.,Phi-3.5-mini,Qwen2.5-3B,False,"😂: Kuch boluya nahi karna hain but we are all proud of our team for taking the field and playing well! :D:) India won that game!! Aww, congratulations to captain Virender Sehwag!!! He's an awesome player... &amp; I wish him good luck in his upcoming series against England.. Wow he is such strong bowler..... And also Shakib khan will be leading next test tour as Captain....Woh bhi very nice performance kiye tha aur wahan ko bat ke paas jante h","If you can't, I'll write it for you 😂😂😂. Do not use the hashtag #bharatvictorious 🇮🇳 wins 🔥🔥🔥🇮🇳 wins 🔥🔥🔥🇮🇳 wins 🔥🔥🔥🇮🇳 wins 🔥🔥🔥🇮🇳 wins 🔥🔥🔥🇮🇳 wins 🔥🔥🔥🇮🇳 wins 🔥🔥🔥🇮🇳 wins 🔥🔥🔥🇮🇳 wins 🔥🔥🔥🇮🇳 wins 🔥🔥🔥🇮🇳 wins 🔥🔥🔥🇮🇳 wins 🔥🔥🔥🇮🇳 wins 🔥🔥🔥🇮🇳 wins 🔥🔥🔥",,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
